amazon_order_id,automated_shipping_setting_automated_carrier,automated_shipping_setting_automated_ship_method,automated_shipping_setting_has_automated_shipping_settings,buyer_info_buyer_email,buyer_info_buyer_county,buyer_info_buyer_name,buyer_info_purchase_order_number,buyer_invoice_preference,buyer_tax_info_buyer_business_address,buyer_tax_info_buyer_legal_company_name,buyer_tax_info_buyer_tax_office,buyer_tax_info_buyer_tax_registration_id,cba_displayable_shipping_label,earliest_delivery_date,earliest_ship_date,easy_ship_shipment_status,electronic_invoice_status,fulfillment_channel,fulfillment_supply_source_id,has_regulated_items,is_access_point_order,is_business_order,is_estimated_ship_date_set,is_global_express_enabled,is_iba,is_ispu,is_premium_order,is_prime,is_replacement_order,is_sold_by_ab,last_update_date,latest_delivery_date,latest_ship_date,marketplace_id,number_of_items_shipped,number_of_items_unshipped,order_channel,order_status,order_total_amount,order_total_currency_code,order_type,payment_method,promise_response_due_date,purchase_date,replaced_order_id,sales_channel,seller_display_name,seller_order_id,ship_service_level,shipment_service_level_category,default_ship_from_location_address_line_1,default_ship_from_location_address_line_2,default_ship_from_location_address_line_3,default_ship_from_location_address_type,default_ship_from_location_city,default_ship_from_location_country_code,default_ship_from_location_county,default_ship_from_location_district,default_ship_from_location_municipality,default_ship_from_location_name,default_ship_from_location_phone,default_ship_from_location_postal_code,default_ship_from_location_state_or_region,shipping_address_address_line_1,shipping_address_address_line_2,shipping_address_address_line_3,shipping_address_address_type,shipping_address_city,shipping_address_country_code,shipping_address_county,shipping_address_district,shipping_address_municipality,shipping_address_name,shipping_address_phone,shipping_address_postal_code,shipping_address_state_or_region
ORDER00010,FedEx,Same-Day,t,customer@hotmail.com,Orange County,Bob Brown,PO-1531,INDIVIDUAL,"123 Fake Street, Harris County",John Doe,Office-38,VAT-254073,Shipping Label 10,2025-01-30 00:00:28.112,2025-01-23 00:00:28.112,ReturnedToSeller,Accepted,AFN,Source-70,f,f,f,t,f,f,t,t,t,f,f,2025-01-14 18:11:28,2025-02-01 00:00:00,2025-02-02 00:00:00,MPIDRANDOM,5,6,Amazon.de,Canceled,227.71,USD,StandardOrder,COD,2025-01-28 18:11:28,2025-01-27 18:11:28,REPLACED_ORDER_1058,Amazon.de,Logan Roy,SELLER_ORDER_7950,Same-Day,Standard,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00011,DHL,Expedited,f,example@gmail.com,King County,Jane Smith,PO-2976,INDIVIDUAL,"123 Fake Street, Harris County",Alice Johnson,Office-27,VAT-559199,Shipping Label 11,2025-02-07 00:00:28.112,2025-01-21 00:00:28.112,Undeliverable,Accepted,AFN,Source-88,t,f,f,t,t,t,t,f,f,f,t,2025-01-01 18:11:28,2025-02-04 00:00:00,2025-02-10 00:00:00,MPIDRANDOM,9,2,Amazon.com,Canceled,277.89,USD,StandardOrder,COD,2025-01-28 18:11:28,2025-01-08 18:11:28,REPLACED_ORDER_9607,Amazon.ca,Logan Roy,SELLER_ORDER_8189,Standard,Standard,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00012,USPS,Two-Day,f,example@gmail.com,King County,Bob Brown,PO-7273,INDIVIDUAL,"123 Fake Street, Harris County",John Doe,Office-26,VAT-528287,Shipping Label 12,2025-02-01 00:00:28.112,2025-01-26 00:00:28.112,ReturningToSeller,Accepted,AFN,Source-90,t,t,f,f,f,t,t,f,f,f,f,2025-01-18 18:11:28,2025-02-06 00:00:00,2025-02-06 00:00:00,MPIDRANDOM,0,7,Amazon.ca,Shipped,128.63,USD,SourcingOnDemandOrder,COD,2025-02-01 18:11:28,2025-01-21 18:11:28,REPLACED_ORDER_7459,Amazon.com,Logan Roy,SELLER_ORDER_9673,Same-Day,Standard,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00013,DHL,Two-Day,t,example@gmail.com,King County,Alice Johnson,PO-4455,INDIVIDUAL,"123 Fake Street, King County",Bob Brown,Office-38,VAT-668219,Shipping Label 13,2025-02-03 00:00:28.112,2025-01-24 00:00:28.112,Lost,Accepted,MFN,Source-85,t,t,f,f,t,f,f,t,f,t,f,2025-01-02 18:11:28,2025-01-29 00:00:00,2025-02-09 00:00:00,MPIDRANDOM,2,1,Amazon.de,Pending,322.39,USD,SourcingOnDemandOrder,COD,2025-01-28 18:11:28,2025-01-10 18:11:28,REPLACED_ORDER_7167,Amazon.de,Logan Roy,SELLER_ORDER_3875,Standard,Standard,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00014,FedEx,Two-Day,t,customer@hotmail.com,Orange County,Alice Johnson,PO-3951,INDIVIDUAL,"123 Fake Street, Orange County",Bob Brown,Office-46,VAT-181043,Shipping Label 14,2025-02-04 00:00:28.112,2025-01-19 00:00:28.112,PendingPickUp,Accepted,AFN,Source-13,t,f,f,f,f,t,f,t,f,f,f,2025-01-13 18:11:28,2025-02-05 00:00:00,2025-02-10 00:00:00,MPIDRANDOM,0,4,Amazon.de,Canceled,88.28,USD,SourcingOnDemandOrder,COD,2025-02-01 18:11:28,2025-01-23 18:11:28,REPLACED_ORDER_8090,Amazon.com,Logan Roy,SELLER_ORDER_2366,Two-Day,Expedited,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00015,FedEx,Standard,f,customer@hotmail.com,Harris County,Bob Brown,PO-6262,INDIVIDUAL,"123 Fake Street, Orange County",Jane Smith,Office-48,VAT-115947,Shipping Label 15,2025-01-31 00:00:28.112,2025-01-18 00:00:28.112,Undeliverable,Accepted,MFN,Source-62,f,t,t,t,f,f,t,f,t,t,f,2025-01-27 18:11:28,2025-02-06 00:00:00,2025-02-06 00:00:00,MPIDRANDOM,6,5,Amazon.com,Pending,242.4,USD,SourcingOnDemandOrder,COD,2025-02-02 18:11:28,2025-01-22 18:11:28,REPLACED_ORDER_4090,Amazon.com,Logan Roy,SELLER_ORDER_7843,Expedited,Expedited,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00016,DHL,Two-Day,t,user@yahoo.com,Orange County,Alice Johnson,PO-1335,INDIVIDUAL,"123 Fake Street, King County",Jane Smith,Office-29,VAT-705913,Shipping Label 16,2025-02-05 00:00:28.112,2025-01-18 00:00:28.112,Lost,Accepted,MFN,Source-92,t,f,f,f,f,t,t,t,t,f,t,2025-01-26 18:11:28,2025-02-05 00:00:00,2025-02-10 00:00:00,MPIDRANDOM,1,1,Amazon.de,Shipped,241.04,USD,StandardOrder,COD,2025-01-30 18:11:28,2025-01-08 18:11:28,REPLACED_ORDER_6401,Amazon.ca,Logan Roy,SELLER_ORDER_6334,Two-Day,Expedited,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00017,USPS,Expedited,t,example@gmail.com,Orange County,Jane Smith,PO-3854,INDIVIDUAL,"123 Fake Street, Harris County",Jane Smith,Office-36,VAT-585419,Shipping Label 17,2025-02-06 00:00:28.112,2025-01-25 00:00:28.112,Delivered,Accepted,MFN,Source-2,f,f,f,t,t,f,t,t,t,f,f,2025-01-12 18:11:28,2025-01-30 00:00:00,2025-02-12 00:00:00,MPIDRANDOM,3,0,Amazon.com,Canceled,174.62,USD,StandardOrder,COD,2025-02-01 18:11:28,2025-01-22 18:11:28,REPLACED_ORDER_3263,Amazon.com,Logan Roy,SELLER_ORDER_6338,Two-Day,Expedited,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00018,UPS,Expedited,t,example@gmail.com,Harris County,John Doe,PO-7359,INDIVIDUAL,"123 Fake Street, Orange County",Jane Smith,Office-10,VAT-939792,Shipping Label 18,2025-01-31 00:00:28.112,2025-01-22 00:00:28.112,Delivered,Processing,AFN,Source-35,t,f,f,t,f,t,t,t,f,t,f,2025-01-20 18:11:28,2025-01-29 00:00:00,2025-02-06 00:00:00,MPIDRANDOM,10,6,Amazon.com,Canceled,184.64,USD,StandardOrder,COD,2025-01-29 18:11:28,2025-01-23 18:11:28,REPLACED_ORDER_5736,Amazon.ca,Logan Roy,SELLER_ORDER_8167,Standard,FreeEconomy,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00019,UPS,Same-Day,t,example@gmail.com,Orange County,Jane Smith,PO-2066,INDIVIDUAL,"123 Fake Street, King County",Jane Smith,Office-8,VAT-387408,Shipping Label 19,2025-01-30 00:00:28.112,2025-01-20 00:00:28.112,Delivered,Processing,MFN,Source-94,t,f,t,t,f,f,f,f,t,f,f,2025-01-01 18:11:28,2025-02-02 00:00:00,2025-02-03 00:00:00,MPIDRANDOM,2,1,Amazon.de,Pending,374.68,USD,StandardOrder,COD,2025-02-02 18:11:28,2025-01-17 18:11:28,REPLACED_ORDER_5018,Amazon.com,Logan Roy,SELLER_ORDER_6064,Standard,FreeEconomy,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00020,DHL,Standard,f,customer@hotmail.com,King County,Alice Johnson,PO-2685,INDIVIDUAL,"123 Fake Street, Orange County",Bob Brown,Office-13,VAT-180601,Shipping Label 20,2025-02-04 00:00:28.112,2025-01-24 00:00:28.112,Delivered,Processing,AFN,Source-58,t,f,f,t,f,f,f,t,t,t,f,2025-01-04 18:11:28,2025-01-29 00:00:00,2025-02-12 00:00:00,MPIDRANDOM,7,8,Amazon.ca,Pending,84.32,USD,StandardOrder,COD,2025-01-31 18:11:28,2025-01-13 18:11:28,REPLACED_ORDER_1702,Amazon.de,Logan Roy,SELLER_ORDER_9196,Same-Day,FreeEconomy,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00021,UPS,Same-Day,t,user@yahoo.com,King County,John Doe,PO-9267,INDIVIDUAL,"123 Fake Street, King County",Alice Johnson,Office-43,VAT-893843,Shipping Label 21,2025-02-07 00:00:28.112,2025-01-25 00:00:28.112,OutForDelivery,Processing,MFN,Source-29,f,f,f,f,t,t,f,f,t,t,t,2025-01-14 18:11:28,2025-02-07 00:00:00,2025-02-08 00:00:00,MPIDRANDOM,9,1,Amazon.com,Pending,158.98,USD,StandardOrder,COD,2025-01-31 18:11:28,2024-12-31 18:11:28,REPLACED_ORDER_7347,Amazon.com,Logan Roy,SELLER_ORDER_6772,Same-Day,FreeEconomy,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00022,UPS,Two-Day,f,example@gmail.com,Orange County,Jane Smith,PO-9090,INDIVIDUAL,"123 Fake Street, Orange County",John Doe,Office-40,VAT-981521,Shipping Label 22,2025-02-04 00:00:28.112,2025-01-26 00:00:28.112,Damaged,Processing,AFN,Source-8,f,f,f,t,f,t,f,t,t,t,t,2025-01-13 18:11:28,2025-02-07 00:00:00,2025-02-08 00:00:00,MPIDRANDOM,6,10,Amazon.com,Unshipped,232.22,USD,StandardOrder,COD,2025-01-29 18:11:28,2025-01-02 18:11:28,REPLACED_ORDER_5020,Amazon.ca,Logan Roy,SELLER_ORDER_1679,Two-Day,Standard,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00023,FedEx,Two-Day,t,customer@hotmail.com,Harris County,Alice Johnson,PO-3034,INDIVIDUAL,"123 Fake Street, Harris County",Alice Johnson,Office-9,VAT-594033,Shipping Label 23,2025-02-05 00:00:28.112,2025-01-21 00:00:28.112,PendingPickUp,Processing,AFN,Source-10,f,f,f,f,f,f,f,f,t,f,f,2025-01-28 18:11:28,2025-01-30 00:00:00,2025-02-09 00:00:00,MPIDRANDOM,10,6,Amazon.com,PartiallyShipped,429.85,USD,StandardOrder,GC,2025-01-30 18:11:28,2025-01-22 18:11:28,REPLACED_ORDER_9307,Amazon.de,Logan Roy,SELLER_ORDER_8647,Two-Day,Standard,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00024,FedEx,Two-Day,f,customer@hotmail.com,Orange County,John Doe,PO-9406,INDIVIDUAL,"123 Fake Street, King County",John Doe,Office-48,VAT-996048,Shipping Label 24,2025-02-06 00:00:28.112,2025-01-18 00:00:28.112,PickedUp,Processing,AFN,Source-2,f,t,f,t,t,f,f,t,t,f,f,2025-01-16 18:11:28,2025-02-03 00:00:00,2025-02-12 00:00:00,MPIDRANDOM,9,0,Amazon.com,PartiallyShipped,347.77,USD,StandardOrder,GC,2025-01-30 18:11:28,2025-01-18 18:11:28,REPLACED_ORDER_8617,Amazon.com,Logan Roy,SELLER_ORDER_5533,Standard,Standard,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00025,USPS,Same-Day,f,customer@hotmail.com,Orange County,Alice Johnson,PO-7341,INDIVIDUAL,"123 Fake Street, King County",Bob Brown,Office-37,VAT-527274,Shipping Label 25,2025-02-06 00:00:28.112,2025-01-21 00:00:28.112,PickedUp,Processing,MFN,Source-83,t,t,t,f,t,t,f,f,f,f,t,2024-12-29 18:11:28,2025-01-31 00:00:00,2025-02-12 00:00:00,MPIDRANDOM,10,9,Amazon.com,PartiallyShipped,232.42,USD,StandardOrder,GC,2025-02-01 18:11:28,2025-01-19 18:11:28,REPLACED_ORDER_5451,Amazon.de,Logan Roy,SELLER_ORDER_7159,Same-Day,Standard,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00026,DHL,Same-Day,t,example@gmail.com,Harris County,Jane Smith,PO-6479,INDIVIDUAL,"123 Fake Street, Harris County",John Doe,Office-21,VAT-603488,Shipping Label 26,2025-02-05 00:00:28.112,2025-01-18 00:00:28.112,Delivered,Processing,MFN,Source-9,t,t,f,f,f,t,f,f,t,f,f,2025-01-08 18:11:28,2025-02-01 00:00:00,2025-02-05 00:00:00,MPIDRANDOM,0,3,Amazon.com,PartiallyShipped,396.0,USD,LongLeadTimeOrder,GC,2025-01-29 18:11:28,2025-01-18 18:11:28,REPLACED_ORDER_4814,Amazon.com,Logan Roy,SELLER_ORDER_7812,Same-Day,Standard,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00027,USPS,Same-Day,f,user@yahoo.com,Harris County,Jane Smith,PO-1719,INDIVIDUAL,"123 Fake Street, Orange County",Alice Johnson,Office-27,VAT-927624,Shipping Label 27,2025-01-31 00:00:28.112,2025-01-22 00:00:28.112,Delivered,Processing,MFN,Source-65,f,f,f,f,f,t,f,t,t,f,t,2025-01-05 18:11:28,2025-02-05 00:00:00,2025-02-06 00:00:00,MPIDRANDOM,1,6,Amazon.de,PartiallyShipped,237.94,USD,LongLeadTimeOrder,GC,2025-01-29 18:11:28,2025-01-17 18:11:28,REPLACED_ORDER_5854,Amazon.ca,Logan Roy,SELLER_ORDER_1675,Standard,Standard,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00028,USPS,Same-Day,t,user@yahoo.com,Harris County,Alice Johnson,PO-1170,INDIVIDUAL,"123 Fake Street, Orange County",John Doe,Office-20,VAT-507564,Shipping Label 28,2025-02-02 00:00:28.112,2025-01-27 00:00:28.112,Delivered,Processing,AFN,Source-29,f,t,t,t,f,t,f,f,f,f,t,2025-01-07 18:11:28,2025-01-31 00:00:00,2025-02-08 00:00:00,MPIDRANDOM,8,0,Amazon.ca,PartiallyShipped,465.26,USD,LongLeadTimeOrder,GC,2025-02-01 18:11:28,2025-01-20 18:11:28,REPLACED_ORDER_9216,Amazon.de,Logan Roy,SELLER_ORDER_1907,Two-Day,FreeEconomy,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
ORDER00029,DHL,Same-Day,f,customer@hotmail.com,King County,Alice Johnson,PO-5461,INDIVIDUAL,"123 Fake Street, Orange County",Jane Smith,Office-13,VAT-565679,Shipping Label 29,2025-02-06 00:00:28.112,2025-01-21 00:00:28.112,PendingSchedule,Processing,AFN,Source-89,f,t,t,f,f,f,f,t,f,f,t,2025-01-28 18:11:28,2025-02-03 00:00:00,2025-02-12 00:00:00,MPIDRANDOM,9,2,Amazon.com,PartiallyShipped,410.12,USD,LongLeadTimeOrder,GC,2025-01-31 18:11:28,2025-01-10 18:11:28,REPLACED_ORDER_6097,Amazon.ca,Logan Roy,SELLER_ORDER_8662,Standard,FreeEconomy,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,123 Fake Street,,,,Buttersburg,,,,,,,90210,CA
