order_item_id,amazon_order_id,is_gift,is_transparency,asin,buyer_requested_cancel_is_buyer_requested_cancel,buyer_requested_cancel_buyer_cancel_reason,condition_id,condition_note,condition_subtype_id,deemed_reseller_category,ioss_number,item_approval_context_approval_status,item_approval_context_approval_type,item_price_amount,item_price_currency_code,item_tax_amount,item_tax_currencycode,points_granted_monetary_amount,points_granted_monetary_currency_code,points_granted_points_number,price_designation,product_info_detail_number_of_items,promotion_discount_amount,promotion_discount_currency_code,promotion_discount_tax_currency_code,promotion_discount_tax_amount,quantity_ordered,quantity_shipped,scheduled_delivery_end_date,scheduled_delivery_start_date,seller_sku,serial_number_required,shipping_discount_amount,shipping_discount_currency_code,shipping_discount_tax_amount,shipping_discount_tax_currency_code,shipping_price_amount,shipping_price_currency_code,shipping_tax_amount,shipping_tax_currency_code,store_chain_store_id,tax_collection_model,tax_collection_responsible_party,title
ITEM00010 ,ORDER00010,True,False,B0E7STG1446,False,Delayed delivery,New,Note for condition 10,Open Box,IOSS,IOSS-63914,Pending,Automatic,39.18,USD,2.79,USD,3.88,USD,26,Standard,3,5.29,USD,USD,3.04,4,10,2025-01-31,2025-01-27,SKU-8113,True,8.41,USD,0.04,USD,14.35,USD,0.53,USD,Store-54,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00011 ,ORDER00011,True,False,B0E7STG5396,True,Changed mind,Club,Note for condition 11,Any,IOSS,IOSS-90169,Approved,Automatic,16.86,USD,6.48,USD,2.27,USD,47,Standard,4,18.73,USD,USD,0.47,5,10,2025-01-30,2025-01-26,SKU-2315,True,2.33,USD,1.18,USD,11.89,USD,0.10,USD,Store-74,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00012 ,ORDER00012,False,True,B0E7STG3434,False,Delayed delivery,Club,Note for condition 12,Other,IOSS,IOSS-56140,Approved,Manual,28.55,USD,4.46,USD,4.97,USD,84,Standard,1,14.69,USD,USD,4.85,7,1,2025-02-02,2025-01-27,SKU-8790,False,7.55,USD,0.84,USD,2.19,USD,0.26,USD,Store-39,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00013 ,ORDER00013,True,True,B0E7STG5263,False,Found cheaper,Club,Note for condition 13,New,IOSS,IOSS-42781,Approved,Manual,65.94,USD,7.46,USD,2.85,USD,63,Standard,8,19.21,USD,USD,4.58,9,1,2025-02-01,2025-01-27,SKU-4580,False,2.87,USD,0.94,USD,3.93,USD,3.68,USD,Store-78,MarketplaceFacilitator,Amazon Services,Laptop Stand
ITEM00014 ,ORDER00014,True,False,B0E7STG5688,False,Found cheaper,Club,Note for condition 14,Mint,IOSS,IOSS-15530,Approved,Automatic,74.55,USD,9.56,USD,4.0,USD,35,Standard,6,8.22,USD,USD,1.53,3,4,2025-02-02,2025-01-28,SKU-6127,True,5.18,USD,1.41,USD,8.87,USD,4.05,USD,Store-45,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00015 ,ORDER00015,True,True,B0E7STG7997,False,Found cheaper,New,Note for condition 15,Very Good,IOSS,IOSS-27259,Rejected,Manual,50.74,USD,5.61,USD,5.05,USD,23,Standard,5,3.12,USD,USD,0.86,4,3,2025-01-30,2025-01-26,SKU-2443,False,7.08,USD,0.25,USD,0.26,USD,2.71,USD,Store-82,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00016 ,ORDER00016,True,True,B0E7STG6585,False,Found cheaper,New,Note for condition 16,Acceptable,IOSS,IOSS-47794,Pending,Manual,50.09,USD,2.49,USD,2.85,USD,85,Standard,5,10.04,USD,USD,0.56,6,7,2025-01-29,2025-01-26,SKU-2878,False,6.98,USD,1.72,USD,18.82,USD,2.63,USD,Store-49,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00017 ,ORDER00017,True,True,B0E7STG2159,True,Changed mind,New,Note for condition 17,Poor,IOSS,IOSS-69979,Pending,Manual,11.04,USD,7.74,USD,0.58,USD,43,Standard,2,8.34,USD,USD,1.47,3,1,2025-01-31,2025-01-28,SKU-1791,True,8.02,USD,0.18,USD,3.01,USD,0.98,USD,Store-19,MarketplaceFacilitator,Amazon Services,Laptop Stand
ITEM00018 ,ORDER00018,False,True,B0E7STG5684,False,Changed mind,New,Note for condition 18,Club,IOSS,IOSS-42187,Approved,Automatic,16.24,USD,8.74,USD,0.49,USD,4,Standard,6,11.41,USD,USD,2.95,4,9,2025-02-02,2025-01-24,SKU-9091,False,1.14,USD,1.91,USD,15.27,USD,2.25,USD,Store-45,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00019 ,ORDER00019,True,False,B0E7STG6114,True,Changed mind,New,Note for condition 19,OEM,IOSS,IOSS-91076,Pending,Manual,49.78,USD,8.14,USD,4.46,USD,89,Standard,7,7.56,USD,USD,2.75,9,1,2025-02-01,2025-01-24,SKU-3190,True,0.15,USD,1.45,USD,1.00,USD,4.08,USD,Store-71,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00020 ,ORDER00020,True,True,B0E7STG6075,False,Delayed delivery,Used,Note for condition 20,Warranty,IOSS,IOSS-40234,Pending,Automatic,7.19,USD,4.51,USD,3.86,USD,19,Standard,4,2.75,USD,USD,4.48,10,8,2025-02-02,2025-01-24,SKU-8312,False,4.48,USD,1.45,USD,19.77,USD,2.16,USD,Store-23,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00021 ,ORDER00021,False,True,B0E7STG7881,False,Changed mind,Used,Note for condition 21,Refurbished Warrnty,IOSS,IOSS-94857,Approved,Manual,57.56,USD,7.54,USD,0.48,USD,34,Standard,4,5.25,USD,USD,3.24,2,0,2025-01-31,2025-01-28,SKU-3586,True,2.5,USD,1.27,USD,16.51,USD,0.41,USD,Store-69,MarketplaceFacilitator,Amazon Services,Laptop Stand
ITEM00022 ,ORDER00022,True,True,B0E7STG8292,True,Delayed delivery,Used,Note for condition 22,Refurbished,IOSS,IOSS-12197,Pending,Manual,17.24,USD,4.22,USD,0.23,USD,64,Standard,8,7.95,USD,USD,2.77,9,6,2025-02-02,2025-01-23,SKU-6048,True,3.36,USD,1.43,USD,7.05,USD,3.96,USD,Store-76,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00023 ,ORDER00023,True,False,B0E7STG8471,False,Changed mind,Used,Note for condition 23,Open Box,IOSS,IOSS-19534,Pending,Automatic,77.92,USD,3.98,USD,1.86,USD,75,Standard,2,14.95,USD,USD,2.85,3,7,2025-01-31,2025-01-24,SKU-8716,True,7.4,USD,1.59,USD,13.75,USD,1.70,USD,Store-37,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00024 ,ORDER00024,False,False,B0E7STG9249,True,Found cheaper,Used,Note for condition 24,Any,IOSS,IOSS-71047,Rejected,Manual,23.44,USD,4.43,USD,4.81,USD,55,Standard,1,12.24,USD,USD,4.56,10,9,2025-02-02,2025-01-27,SKU-5608,True,0.89,USD,0.45,USD,19.14,USD,3.01,USD,Store-58,MarketplaceFacilitator,Amazon Services,Laptop Stand
ITEM00025 ,ORDER00025,False,True,B0E7STG4870,False,Changed mind,Used,Note for condition 25,Other,IOSS,IOSS-26701,Rejected,Manual,88.54,USD,2.39,USD,2.05,USD,11,Standard,10,7.95,USD,USD,2.01,10,4,2025-02-02,2025-01-25,SKU-7467,True,5.38,USD,0.23,USD,12.26,USD,4.78,USD,Store-67,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00026 ,ORDER00026,True,False,B0E7STG6228,True,Changed mind,Used,Note for condition 26,New,IOSS,IOSS-23171,Approved,Manual,13.71,USD,7.43,USD,2.99,USD,38,Standard,8,5.16,USD,USD,2.25,6,1,2025-01-31,2025-01-28,SKU-9441,False,8.91,USD,0.21,USD,11.11,USD,2.12,USD,Store-50,MarketplaceFacilitator,Amazon Services,Laptop Stand
ITEM00027 ,ORDER00027,False,False,B0E7STG3370,False,Found cheaper,Used,Note for condition 27,New,IOSS,IOSS-61231,Pending,Automatic,31.63,USD,6.94,USD,3.97,USD,32,Standard,3,14.46,USD,USD,0.25,1,3,2025-01-30,2025-01-27,SKU-6840,False,1.83,USD,1.76,USD,12.87,USD,4.39,USD,Store-4,MarketplaceFacilitator,Amazon Services,Laptop Stand
ITEM00028 ,ORDER00028,False,False,B0E7STG6880,True,Found cheaper,Used,Note for condition 28,Mint,IOSS,IOSS-43779,Pending,Automatic,69.74,USD,1.52,USD,4.87,USD,25,Standard,7,2.65,USD,USD,4.89,3,6,2025-02-02,2025-01-23,SKU-2287,True,6.83,USD,1.24,USD,13.88,USD,3.63,USD,Store-39,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00029 ,ORDER00029,False,True,B0E7STG6108,True,Found cheaper,Used,Note for condition 29,Very Good,IOSS,IOSS-86958,Rejected,Automatic,42.98,USD,8.15,USD,4.55,USD,14,Standard,1,3.98,USD,USD,4.58,8,2,2025-01-29,2025-01-27,SKU-8166,False,0.11,USD,1.61,USD,0.23,USD,3.34,USD,Store-2,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00030 ,ORDER00030,False,True,B0E7STG3881,True,Changed mind,Used,Note for condition 30,Acceptable,IOSS,IOSS-41846,Approved,Manual,7.91,USD,9.95,USD,0.21,USD,1,Standard,4,13.85,USD,USD,2.31,1,8,2025-01-29,2025-01-24,SKU-5774,False,7.8,USD,0.66,USD,1.03,USD,2.32,USD,Store-84,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00031 ,ORDER00031,True,True,B0E7STG6463,False,Delayed delivery,Used,Note for condition 31,Poor,IOSS,IOSS-17820,Rejected,Manual,60.69,USD,2.47,USD,1.23,USD,25,Standard,1,11.59,USD,USD,1.15,4,6,2025-01-29,2025-01-23,SKU-1958,True,0.9,USD,1.67,USD,7.04,USD,3.99,USD,Store-2,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00032 ,ORDER00032,True,False,B0E7STG1307,True,Delayed delivery,Used,Note for condition 32,Club,IOSS,IOSS-67307,Pending,Manual,31.31,USD,8.04,USD,2.94,USD,25,Standard,2,17.82,USD,USD,1.19,7,6,2025-01-29,2025-01-25,SKU-7614,False,3.66,USD,1.03,USD,13.92,USD,2.87,USD,Store-97,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00033 ,ORDER00033,True,True,B0E2STG2962,False,Delayed delivery,Used,Note for condition 33,OEM,IOSS,IOSS-49892,Rejected,Automatic,25.67,USD,4.65,USD,3.89,USD,7,Standard,1,14.65,USD,USD,3.31,7,2,2025-01-29,2025-01-23,SKU-3393,False,0.66,USD,1.46,USD,10.25,USD,0.54,USD,Store-82,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00034 ,ORDER00034,False,True,B0E7STG4686,True,Found cheaper,Used,Note for condition 34,Warranty,IOSS,IOSS-30255,Approved,Automatic,36.74,USD,9.04,USD,1.47,USD,74,Standard,8,2.33,USD,USD,0.99,2,3,2025-02-02,2025-01-26,SKU-6358,True,0.7,USD,0.71,USD,1.09,USD,3.46,USD,Store-82,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00035 ,ORDER00035,True,False,B0E7STG7897,True,Delayed delivery,Used,Note for condition 35,Refurbished Warrnty,IOSS,IOSS-23883,Pending,Automatic,46.67,USD,3.89,USD,4.85,USD,28,Standard,6,18.79,USD,USD,1.29,6,0,2025-02-02,2025-01-24,SKU-6477,False,1.23,USD,1.95,USD,14.05,USD,1.52,USD,Store-2,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00036 ,ORDER00036,False,True,B0E7STG1150,False,Found cheaper,Used,Note for condition 36,Refurbished,IOSS,IOSS-98530,Rejected,Manual,75.06,USD,6.84,USD,2.62,USD,64,Standard,1,1.46,USD,USD,3.34,1,8,2025-01-30,2025-01-28,SKU-8433,False,6.49,USD,0.22,USD,19.47,USD,2.06,USD,Store-77,MarketplaceFacilitator,Amazon Services,Laptop Stand
ITEM00037 ,ORDER00037,False,True,B0E7STG4612,True,Found cheaper,Used,Note for condition 37,Open Box,IOSS,IOSS-77124,Rejected,Automatic,86.57,USD,2.67,USD,2.44,USD,14,Standard,2,19.92,USD,USD,1.81,7,9,2025-02-01,2025-01-24,SKU-4439,True,3.24,USD,1.05,USD,13.7,USD,3.40,USD,Store-32,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00038 ,ORDER00038,False,True,B0E7STG1246,False,Delayed delivery,Used,Note for condition 38,Any,IOSS,IOSS-30498,Rejected,Manual,55.93,USD,6.39,USD,2.75,USD,67,Standard,4,9.92,USD,USD,1.43,10,6,2025-02-02,2025-01-25,SKU-3843,False,1.42,USD,1.05,USD,4.05,USD,0.77,USD,Store-5,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00039 ,ORDER00039,False,False,B0E7STG5474,True,Delayed delivery,Used,Note for condition 39,Other,IOSS,IOSS-58617,Rejected,Manual,95.66,USD,9.92,USD,2.42,USD,16,Standard,2,19.09,USD,USD,2.13,7,3,2025-01-31,2025-01-26,SKU-8888,False,9.41,USD,0.56,USD,12.13,USD,4.43,USD,Store-19,MarketplaceFacilitator,Amazon Services,Laptop Stand
ITEM00040 ,ORDER00040,False,True,B0E7STG6072,True,Found cheaper,Used,Note for condition 40,New,IOSS,IOSS-61753,Pending,Automatic,48.44,USD,4.88,USD,1.95,USD,79,Standard,7,15.57,USD,USD,1.00,10,9,2025-01-31,2025-01-24,SKU-2125,False,5.21,USD,0.75,USD,9.99,USD,2.20,USD,Store-3,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00041 ,ORDER00041,True,True,B0E7STG4480,False,Found cheaper,Used,Note for condition 41,Mint,IOSS,IOSS-82549,Pending,Automatic,54.18,USD,2.09,USD,2.41,USD,29,Standard,1,18.61,USD,USD,1.41,5,1,2025-01-29,2025-01-23,SKU-4855,False,6.96,USD,0.76,USD,7.18,USD,4.29,USD,Store-80,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00042 ,ORDER00042,False,False,B0E7STG5204,True,Changed mind,Used,Note for condition 42,Very Good,IOSS,IOSS-36633,Pending,Automatic,48.18,USD,0.79,USD,0.18,USD,42,Standard,6,18.92,USD,USD,1.76,8,10,2025-02-01,2025-01-25,SKU-4873,True,2.15,USD,0.74,USD,9.17,USD,4.96,USD,Store-80,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00043 ,ORDER00043,True,True,B0E7STG2857,True,Found cheaper,Used,Note for condition 43,Acceptable,UOSS,IOSS-60775,Pending,Manual,16.93,USD,8.56,USD,1.02,USD,73,Standard,5,10.05,USD,USD,3.85,5,2,2025-02-01,2025-01-23,SKU-6298,True,6.43,USD,0.66,USD,10.82,USD,4.53,USD,Store-92,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00044 ,ORDER00044,False,False,B0E7STG5913,False,Changed mind,Used,Note for condition 44,Poor,UOSS,IOSS-72636,Pending,Manual,78.88,USD,6.75,USD,3.78,USD,31,Standard,9,3.15,USD,USD,3.73,6,8,2025-02-02,2025-01-25,SKU-2255,True,7.61,USD,0.67,USD,19.4,USD,4.8,USD,Store-66,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00045 ,ORDER00045,True,True,B0E7STG6775,True,Changed mind,Used,Note for condition 45,Club,UOSS,IOSS-56914,Pending,Automatic,23.31,USD,2.56,USD,0.41,USD,9,Standard,5,13.93,USD,USD,4.6,5,7,2025-01-31,2025-01-23,SKU-8342,False,8.73,USD,0.16,USD,13.11,USD,4.63,USD,Store-15,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00046 ,ORDER00046,False,True,B0E7STG7251,False,Changed mind,Refurbished,Note for condition 46,OEM,UOSS,IOSS-16200,Rejected,Manual,66.74,USD,3.53,USD,0.63,USD,61,Standard,7,1.45,USD,USD,1.79,7,4,2025-01-31,2025-01-24,SKU-7004,False,1.84,USD,0.42,USD,2.01,USD,1.87,USD,Store-82,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00047 ,ORDER00047,False,True,B0E7STG3615,False,Delayed delivery,Refurbished,Note for condition 47,Warranty,UOSS,IOSS-30405,Approved,Automatic,84.09,USD,9.17,USD,1.62,USD,80,Standard,1,16.81,USD,USD,3.07,7,2,2025-02-02,2025-01-28,SKU-1028,True,3.85,USD,1.35,USD,19.22,USD,2.32,USD,Store-72,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00048 ,ORDER00048,False,False,B0E7STG6802,True,Delayed delivery,Refurbished,Note for condition 48,Refurbished Warrnty,UOSS,IOSS-49580,Rejected,Manual,41.98,USD,2.63,USD,0.16,USD,76,Standard,9,7.06,USD,USD,1.05,7,7,2025-01-29,2025-01-28,SKU-4036,False,7.89,USD,0.95,USD,10.86,USD,3.15,USD,Store-36,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00049 ,ORDER00049,True,False,B0E7STG8958,True,Changed mind,Refurbished,Note for condition 49,Refurbished,UOSS,IOSS-78419,Approved,Manual,25.99,USD,3.96,USD,0.91,USD,68,Standard,7,16.15,USD,USD,3.67,5,4,2025-01-29,2025-01-25,SKU-2419,False,4.85,USD,1.74,USD,16.33,USD,0.44,USD,Store-48,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00050 ,ORDER00050,True,True,B0E7STG1102,True,Delayed delivery,Club,Note for condition 50,Open Box,UOSS,IOSS-29313,Approved,Manual,12.54,USD,4.13,USD,1.02,USD,12,Standard,7,17.08,USD,USD,0.53,5,6,2025-01-30,2025-01-28,SKU-2045,True,4.09,USD,0.71,USD,13.26,USD,1.47,USD,Store-59,MarketplaceFacilitator,Amazon Services,Laptop Stand
ITEM00051 ,ORDER00051,True,True,B0E7STG9465,True,Found cheaper,Club,Note for condition 51,Any,UOSS,IOSS-38340,Rejected,Automatic,56.31,USD,9.61,USD,2.56,USD,26,Standard,7,16.86,USD,USD,1.91,4,6,2025-02-01,2025-01-25,SKU-9690,True,4.56,USD,0.66,USD,16.95,USD,2.37,USD,Store-87,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00052 ,ORDER00052,True,False,B0E7STG3945,True,Found cheaper,Club,Note for condition 52,Other,UOSS,IOSS-66461,Approved,Manual,31.04,USD,5.99,USD,1.87,USD,76,Standard,10,19.72,USD,USD,0.05,1,2,2025-01-31,2025-01-26,SKU-9212,True,9.88,USD,0.84,USD,6.23,USD,1.68,USD,Store-75,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00053 ,ORDER00053,True,False,B0E7STG1846,False,Delayed delivery,Club,Note for condition 53,New,UOSS,IOSS-29635,Approved,Automatic,45.73,USD,7.12,USD,2.83,USD,77,Standard,9,10.36,USD,USD,3.69,2,6,2025-01-30,2025-01-26,SKU-3289,False,9.77,USD,1.29,USD,19.81,USD,3.51,USD,Store-89,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00054 ,ORDER00054,False,True,B0E7STG9963,False,Delayed delivery,Club,Note for condition 54,Mint,UOSS,IOSS-47388,Pending,Automatic,62.46,USD,6.67,USD,0.35,USD,62,Standard,3,9.39,USD,USD,0.37,6,1,2025-01-29,2025-01-23,SKU-8075,False,6.78,USD,1.11,USD,3.54,USD,2.95,USD,Store-76,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00055 ,ORDER00055,False,True,B0E7STG4464,True,Changed mind,Club,Note for condition 55,Very Good,UOSS,IOSS-54204,Pending,Manual,36.93,USD,5.79,USD,1.64,USD,87,Standard,6,10.11,USD,USD,4.69,1,8,2025-01-31,2025-01-28,SKU-2538,False,0.02,USD,1.28,USD,7.97,USD,1.26,USD,Store-13,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00056 ,ORDER00056,False,False,B0E7STG6452,True,Changed mind,Refurbished,Note for condition 56,Acceptable,UOSS,IOSS-98999,Approved,Automatic,78.25,USD,9.78,USD,0.67,USD,46,Standard,10,13.17,USD,USD,2.13,1,8,2025-02-02,2025-01-27,SKU-6878,False,8.81,USD,1.31,USD,14.35,USD,1.95,USD,Store-53,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00057 ,ORDER00057,True,False,B0E7STG8651,True,Changed mind,Refurbished,Note for condition 57,Poor,UOSS,IOSS-46900,Approved,Automatic,32.83,USD,5.75,USD,0.44,USD,81,Standard,2,0.71,USD,USD,1.55,1,6,2025-01-30,2025-01-24,SKU-9357,True,0.3,USD,0.45,USD,14.74,USD,3.28,USD,Store-23,MarketplaceFacilitator,Amazon Services,Laptop Stand
ITEM00058 ,ORDER00058,False,True,B0E7STG2962,True,Found cheaper,Refurbished,Note for condition 58,Club,UOSS,IOSS-99956,Rejected,Manual,47.53,USD,9.39,USD,0.23,USD,86,Standard,7,4.21,USD,USD,4.71,6,8,2025-02-01,2025-01-24,SKU-6107,False,4.99,USD,0.94,USD,12.84,USD,0.46,USD,Store-72,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00059 ,ORDER00059,True,True,B0E7STG1843,True,Changed mind,Refurbished,Note for condition 59,OEM,UOSS,IOSS-22344,Rejected,Automatic,25.91,USD,3.65,USD,2.28,USD,46,Standard,9,12.26,USD,USD,1.48,8,2,2025-01-31,2025-01-23,SKU-2958,True,2.0,USD,1.67,USD,1.76,USD,0.02,USD,Store-19,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00060 ,ORDER00060,True,False,B0E7STG2877,False,Changed mind,Refurbished,Note for condition 60,Warranty,UOSS,IOSS-74046,Pending,Manual,66.44,USD,2.16,USD,2.37,USD,43,Standard,3,7.45,USD,USD,0.35,9,9,2025-02-01,2025-01-27,SKU-9945,True,1.72,USD,0.15,USD,13.19,USD,1.66,USD,Store-89,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00061 ,ORDER00061,True,False,B0E7STG5820,False,Delayed delivery,Refurbished,Note for condition 61,Refurbished Warrnty,UOSS,IOSS-57917,Rejected,Manual,39.05,USD,4.97,USD,3.25,USD,40,Standard,10,17.25,USD,USD,3.85,6,8,2025-02-01,2025-01-27,SKU-5893,False,0.95,USD,1.11,USD,17.01,USD,4.46,USD,Store-62,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00062 ,ORDER00062,False,False,B0E7STG4583,False,Changed mind,Preorder,Note for condition 62,Refurbished,UOSS,IOSS-67527,Rejected,Manual,60.87,USD,1.29,USD,3.73,USD,47,Standard,4,14.91,USD,USD,0.03,7,0,2025-02-01,2025-01-26,SKU-2639,True,6.58,USD,1.92,USD,5.23,USD,4.63,USD,Store-100,MarketplaceFacilitator,Amazon Services,Phone Case
