directory_id,id,_fivetran_synced,creation_date,directory_unsubscribe_date,directory_unsubscribed,email,email_domain,embedded_data_last_active_time,embedded_data_last_response_date,embedded_data_login_date,ext_ref,first_name,language,last_modified,last_name,phone,write_blanks
POOL_vw3p9mEaf692aql6,00013,2023-06-05 00:00:00.000,2020-06-28 00:00:00.000,,False,Connect2me@gmail.Com15,aBc2.com,VAL1167,val39,VaL7808,VaL1,s,VaL4,2020-07-03 00:00:00.000,m5,3232341.0,vAL7
POOL_vW3p0mEAf695AqL1,00014,2023-06-05 00:00:00.000,2020-07-25 00:00:00.000,,False,ABc29@ABc2.Com68,abc2.cOm1,val594,Val76,VaL293,vaL2,S,Val,2020-08-04 00:00:00.000,M4,3232331.0,vAL30715
POOL_vw3p3mEAf692Aql8,00015,2023-06-05 00:00:00.000,2020-07-23 00:00:00.000,,False,Abc27@abc2.cOm634,abc25.cOm5564,vAl105,VAL390,VaL334,vAl695,S6,val2,2020-06-30 00:00:00.000,m2157,3232284.0,VAL762
pOOL_vW3p9mEAf692aql6,00016,2023-06-05 00:00:00.000,2020-08-01 00:00:00.000,,False,abc2@abc2.com63,ABc77.com13,VaL137,VAL965,Val42,VAL1,S1,VAL9,2020-07-23 00:00:00.000,M91,3232327.0,Val404
pOOL_vw7p5meAf692aql6111,00017,2023-06-05 00:00:00.000,2020-06-28 00:00:00.000,,False,abc3@aBc3.coM8,gmaiL.Com,vAl133,vaL26939,vAl9466,VAl1,S,VAL8,2020-07-27 00:00:00.000,M810,3232350.0,vAL276
POOL4_vw3P9mEAf492Aql8,00018,2023-06-05 00:00:00.000,2020-07-21 00:00:00.000,,False,abc3@abc3.coM2,Abc20.com17,Val837,Val473,vAl94649,vAL74,s2,vAl89,2020-06-28 00:00:00.000,m88,3232285.0,vAl766
POOL_vw3p3mEAf892Aql82,00019,2023-06-05 00:00:00.000,2020-07-24 00:00:00.000,,False,ConNeCt2me@gmaIl3.CoM10,ABc2.coM,VaL6095,VAl323,VAL3367,VaL167,S86,VAL60,2020-07-28 00:00:00.000,m5,3232284.0,vaL30715
POOL_vw3p9mEaf692Aql,00020,2023-06-05 00:00:00.000,2020-06-25 00:00:00.000,,False,abc33@abc3.COM26,abc2.com8,vAL13,Val4829,val351,vAL540,sAKsham74,VaL914,2020-07-09 00:00:00.000,m882,3232312.0,VAL21575
POOL1_vW8p2mEAF696AqL1,00021,2023-06-05 00:00:00.000,2020-07-17 00:00:00.000,,False,abc2@abC2.com63,abc1.coM8,vAl101,vAL89,VAL290,vaL810,s7,vaL5,2020-08-04 00:00:00.000,m3,3232299.0,VaL5623
POOL_vW3p7mEAf695AqL16,00022,2023-06-05 00:00:00.000,2020-08-03 00:00:00.000,,False,abc2@abc206.com677,Abc2.com48,Val11672,Val477,VAl072,vaL1472,S2,VaL,2020-07-12 00:00:00.000,m82,3232334.0,Val73
POOL_vw7p9mEaf652aQL87,00023,2023-06-05 00:00:00.000,2020-06-29 00:00:00.000,,False,aBc4@abc3.com,abc25.COm55646,vAL1167,VaL4718,VaL3341,Val06,s98,VAl,2020-07-20 00:00:00.000,M621,3232292.0,VAL26774
POOl3_vW3p0mEAf695AqL15,00024,2023-06-05 00:00:00.000,2020-07-17 00:00:00.000,,False,ConNeCt1me@gmaIl3.CoM105,Gmail.Com,vaL584,VAl768,VaL3442,vAL540,S,vAl57,2020-07-28 00:00:00.000,m92,3232333.0,vaL30715
POOL_vw3p9MEaF692Aql,00025,2023-06-05 00:00:00.000,2020-07-03 00:00:00.000,,False,aBc2@abc21.com661,abc1.cOM84,VAl1979,vAL965,vAl64562,vAL222,s07,vAL1,2020-07-30 00:00:00.000,M0183,3232291.0,VAL218751
pOOL_vW3p9mEAf692aQl00,00026,2023-06-05 00:00:00.000,2020-07-26 00:00:00.000,,False,AbC@Abc.Com7,gmaiL7.com,vAl2929,VAL87,VAl6,VAl,s6,VaL0,2020-07-26 00:00:00.000,m512,3232321.0,vAL03
POOL_vw3p9mEaf192Aql68,00027,2023-06-05 00:00:00.000,2020-07-18 00:00:00.000,,False,abC@abc.coM,abc3.coM8,val504,vAL87,VaL7532,Val,s713,VAL50,2020-06-27 00:00:00.000,M3,3232329.0,vaL707250
PoOL_vw3p8mEaf692Aql9,00028,2023-06-05 00:00:00.000,2020-06-26 00:00:00.000,,False,Abc2@aBc23.cOm69,aBc1.cOm5,vAL133,vAl578,vAl745995,VAL18,SAKsham749,VaL606,2020-07-07 00:00:00.000,m966,3232328.0,val63
POOL_vW3p2mEAf195AqL13,00029,2023-06-05 00:00:00.000,2020-06-29 00:00:00.000,,False,connecT2me@gmaiL0.com,ABc777.com739,VAl49292,vaL324,vaL38,VaL11,s919,vAl19,2020-07-09 00:00:00.000,M90,3232280.0,VaL7071
pOOL8_vw3p9mEAF692aQl6,00030,2023-06-05 00:00:00.000,2020-07-13 00:00:00.000,,False,connect2me@gMail.com6,ABc25.coM3,VAl91679,vAL206,vaL6534,vAL691,S399,vAl159,2020-07-20 00:00:00.000,m188,3232271.0,vAL832
PooL_vw3P9mEAf692Aql,00031,2023-06-05 00:00:00.000,2020-07-08 00:00:00.000,,False,ConNeCt2mE@gmaIl3.CoM102,ABc717.cOm7363,VAl857,vaL269795,val311,VaL2,s861,vaL26,2020-07-21 00:00:00.000,m,3232323.0,Val299
PoOL_vw3p9mEAf692aqL,00032,2023-06-05 00:00:00.000,2020-08-03 00:00:00.000,,False,Abc4@aBC23.com698,Gmail.CoM,vAl0330,val744,vaL3115,vaL040,s2,vAl27,2020-07-14 00:00:00.000,M21521,3232287.0,vaL26774
pOOL_Vw3p9mEAf692AQl,00033,2023-06-05 00:00:00.000,2020-07-30 00:00:00.000,,False,aBc29@abc27.com60,abc1.cOM148,vAl0,VAL864,val5516,val,s4617,VAL9352,2020-08-03 00:00:00.000,MALhotrA9,3232270.0,val737
pOOL_vw3p0meAf692aQl617,00034,2023-06-05 00:00:00.000,2020-07-19 00:00:00.000,,False,Abc3@aBc3.coM8,gmAil.com5,vAl4934,Val93,val3528,VAl,s8,vAl49,2020-07-19 00:00:00.000,M127,3232357.0,vAL23276
pOOL_vw3p4mEaf622aql6117,00035,2023-06-05 00:00:00.000,2020-07-07 00:00:00.000,,False,ABc@Abc5.Com7,abc9.cOm15,val857,VaL25,VaL58,VAL6,mE43 K10,VAL49,2020-07-03 00:00:00.000,M121,3232298.0,VAL79211
